,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgTimeInCompany
1247,43,0,Travel_Rarely,Sales,9,4,Technical Degree,Female,1,Research Director,Divorced,20970,1,19,0,6,3,3,1,4,4,3,2,2,3,3
1249,35,0,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660,1,13,0,2,1,2,2,2,4,4,3,3,3,1
1250,36,0,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,170070,8,12,1,6,2,1,0,0,2,1,4,2,3,0.6
1251,33,0,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090,2,11,0,10,2,3,1,3,3,1,3,2,3,3.333333333
1252,35,0,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650,1,14,1,1,2,1,0,0,3,4,3,3,3,0.5
1253,27,0,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990,1,15,1,1,3,1,0,0,4,1,3,2,3,0.5
1255,27,0,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720,1,20,1,9,1,4,1,7,4,3,3,3,4,4.5
1256,30,0,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20970,1,14,1,12,3,5,3,7,3,4,3,1,3,6
1258,34,0,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200,0,13,1,10,2,4,8,7,2,3,3,2,3,10
1259,37,0,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20970,4,16,0,8,3,1,0,0,2,2,3,2,3,1.6
1260,46,0,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350,4,14,1,14,2,4,0,8,1,4,2,3,3,2.8
1261,35,0,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380,1,16,1,1,2,1,0,1,4,4,3,3,3,0.5
1264,44,0,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,20970,5,12,2,9,3,3,1,3,2,1,2,3,3,1.5
1265,35,0,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980,2,15,2,10,2,3,2,3,3,1,3,3,3,3.333333333
1266,26,0,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,3,Sales Executive,Married,47890,7,20,1,5,2,2,0,0,3,4,2,3,4,0.625
1267,33,0,Travel_Frequently,Sales,26,4,Life Sciences,Female,1,Human Resources,Single,31800,1,14,1,15,2,5,8,10,1,4,3,3,3,7.5
1268,35,0,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490,1,20,0,9,3,4,1,8,2,1,2,3,4,4.5
1269,35,0,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880,3,13,0,4,5,2,2,2,3,1,3,2,3,1
1270,31,0,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440,3,12,1,10,3,4,1,7,4,4,2,3,3,2.5
1271,37,0,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1,13,0,7,2,4,0,7,1,3,4,3,3,3.5
1272,32,0,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1,11,0,9,2,4,7,8,1,4,3,3,3,4.5
1273,38,0,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1,17,3,10,2,4,9,9,4,4,3,3,3,5
1274,50,0,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5,14,3,28,2,6,9,8,2,3,2,3,3,4.833333333
1275,54,0,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7,11,0,28,5,6,7,9,1,1,2,3,3,3.5
1276,36,0,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1,14,2,17,3,6,9,8,3,3,3,3,3,8.5
1277,54,0,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2,17,1,21,2,3,0,2,4,3,3,3,3,7
1278,36,0,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20970,1,13,0,6,5,4,0,3,2,2,3,3,3,3
1279,45,0,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2,12,1,25,5,1,0,0,2,1,3,3,3,8.333333333
1280,35,0,Travel_Frequently,Research & Development,9,3,Other,Female,2,Sales Representative,Married,40840,4,13,1,5,3,2,1,2,2,1,2,3,3,1
1282,54,0,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7,19,1,20,4,3,1,3,1,3,2,2,3,2.5
1283,29,0,Travel_Rarely,Research & Development,26,4,Life Sciences,Female,1,Sales Representative,Married,48410,0,11,0,6,3,3,0,4,3,2,3,3,3,6
1284,31,0,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1,21,1,1,2,1,1,0,3,2,3,1,4,0.5
1285,32,0,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1,15,1,10,1,4,0,9,2,2,3,2,3,5
1286,36,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,3,17,0,5,2,1,0,0,2,4,3,3,3,1.25
1287,31,0,Travel_Rarely,Research & Development,26,3,Medical,Female,2,Research Director,Single,21320,1,18,0,11,3,5,1,8,3,4,3,3,3,5.5
1288,35,0,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0,14,1,16,2,5,2,8,3,1,3,4,3,10.5
1289,45,0,Travel_Rarely,Research & Development,14,3,Life Sciences,Female,1,Sales Executive,Married,54730,4,13,0,17,3,1,0,0,4,1,4,1,3,3.4
1290,37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4,17,3,16,3,3,0,2,1,3,4,3,3,3.2
1291,46,0,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8,15,1,16,1,3,0,2,2,2,3,3,3,1.777777778
1292,30,0,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1,18,1,10,2,4,3,0,4,4,2,3,3,5
1293,35,0,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1,13,0,6,5,4,0,4,2,3,3,3,3,3
1294,54,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3,12,1,24,4,1,1,0,1,4,3,3,3,6
1295,38,0,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7,13,2,17,2,5,1,9,2,4,3,4,3,2.125
1296,34,0,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780,1,14,0,5,1,3,1,3,1,2,3,3,3,2.5
1297,54,0,Travel_Rarely,Research & Development,2,1,Medical,Male,2,Sales Executive,Single,26440,4,11,1,28,2,4,0,2,4,4,2,3,3,7.4
1298,24,0,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390,3,22,3,3,2,1,0,0,3,1,3,3,4,0.75
1299,51,0,Travel_Rarely,Research & Development,26,4,Life Sciences,Female,4,Manufacturing Director,Married,24510,3,17,0,10,2,3,0,3,4,4,3,2,3,2.5
1300,30,0,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920,1,21,1,11,2,5,9,8,3,4,3,4,4,5.5
1302,40,0,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Healthcare Representative,Married,60770,1,16,2,22,2,6,9,10,3,2,2,2,3,10.5
1303,51,0,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,4,Sales Representative,Single,24500,0,12,1,11,2,4,1,0,3,4,1,3,3,10.5
1304,30,0,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Manufacturing Director,Divorced,92500,1,12,3,11,1,5,2,7,3,2,2,3,3,5.5
1305,46,0,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Laboratory Technician,Married,20970,2,15,1,21,3,4,9,5,3,1,2,3,3,7
1306,32,0,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,101690,1,14,0,12,5,5,5,7,2,3,3,2,3,6
1307,54,0,Travel_Rarely,Research & Development,25,1,Medical,Female,1,Laboratory Technician,Married,48550,8,22,1,16,2,3,0,3,1,3,1,2,4,1.6
1308,24,0,Travel_Rarely,Sales,6,2,Marketing,Male,2,Research Scientist,Married,40870,0,20,3,4,1,2,0,2,1,3,2,3,4,4
1309,28,0,Non-Travel,Sales,9,4,Medical,Male,2,Laboratory Technician,Married,23670,1,13,0,5,2,3,0,4,2,3,4,2,3,2.5
1310,54,0,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Single,29720,0,14,0,28,2,6,1,8,4,3,2,4,3,10.5
1311,44,0,Non-Travel,Research & Development,23,2,Medical,Female,1,Research Scientist,Married,178560,4,16,0,17,3,2,1,2,2,2,4,2,3,3.4
1313,32,0,Travel_Rarely,Research & Development,12,2,Life Sciences,Female,1,Sales Representative,Single,20970,1,15,1,1,2,1,0,0,4,1,3,2,3,0.5
1315,34,0,Travel_Rarely,Research & Development,1,4,Other,Male,4,Laboratory Technician,Single,41980,1,22,1,16,2,6,2,10,1,3,3,2,4,8
1316,37,0,Non-Travel,Sales,24,2,Life Sciences,Male,1,Research Scientist,Divorced,68150,5,20,1,17,3,1,0,0,3,4,4,3,4,2.833333333
1317,54,0,Non-Travel,Research & Development,12,2,Life Sciences,Male,2,Sales Executive,Married,47230,8,14,0,28,1,2,2,2,3,4,3,3,3,3
1318,50,0,Travel_Frequently,Research & Development,3,4,Medical,Male,4,Research Scientist,Married,61420,3,13,2,28,3,4,0,7,1,2,2,2,3,7
1320,25,0,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Married,88530,1,22,1,2,3,2,2,1,4,4,3,3,4,1
1321,24,0,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Sales Representative,Single,178560,1,12,1,1,2,1,0,0,2,4,3,3,3,0.5
1322,51,0,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,1,Sales Executive,Single,20970,3,14,1,23,4,5,9,8,1,1,2,3,3,5.75
1324,54,0,Non-Travel,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Single,178560,2,17,0,23,5,3,4,4,4,4,3,3,3,7.666666667
1325,24,0,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Laboratory Technician,Married,34070,0,13,1,6,4,3,1,2,2,3,3,3,3,6
1326,34,0,Travel_Rarely,Sales,4,3,Marketing,Female,2,Sales Representative,Divorced,50630,6,12,1,12,2,1,0,0,3,2,3,3,3,1.714285714
1327,37,0,Travel_Rarely,Sales,6,1,Technical Degree,Male,1,Laboratory Technician,Single,46390,2,12,2,12,3,3,1,3,3,4,3,3,3,4
1328,34,0,Travel_Rarely,Sales,9,2,Medical,Male,2,Healthcare Representative,Single,48760,2,21,1,14,3,5,5,8,3,1,3,3,4,4.666666667
1329,36,0,Travel_Frequently,Research & Development,7,3,Medical,Male,1,Research Scientist,Married,26900,0,11,0,10,1,4,2,8,2,4,3,3,3,10
1330,36,0,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Manufacturing Director,Divorced,175670,5,13,0,7,5,1,0,0,1,4,3,3,3,1.166666667
1331,43,0,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,1,Sales Executive,Married,24080,1,12,1,25,3,6,4,10,3,4,4,3,3,10.5
1332,30,0,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,3,Healthcare Representative,Divorced,28140,1,22,0,10,2,4,0,9,1,3,2,3,4,5
1333,33,0,Non-Travel,Sales,7,3,Life Sciences,Male,2,Sales Executive,Married,112450,0,21,0,8,3,4,0,7,3,2,4,3,4,8
1335,51,0,Travel_Rarely,Research & Development,3,2,Other,Female,2,Sales Representative,Single,178560,7,14,1,23,2,6,9,10,1,3,3,3,3,2.875
1337,26,0,Travel_Rarely,Sales,17,3,Medical,Female,2,Manager,Married,57690,1,19,0,5,4,3,4,3,3,2,2,2,3,2.5
1340,24,0,Travel_Rarely,Sales,26,4,Technical Degree,Male,1,Sales Executive,Married,46630,0,13,1,3,1,2,2,1,3,4,3,3,3,3
1341,49,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Sales Executive,Married,47240,1,11,1,16,3,5,5,10,3,1,2,2,3,8
1342,43,0,Travel_Frequently,Sales,2,2,Life Sciences,Male,1,Sales Executive,Single,32110,4,13,0,18,2,2,1,2,2,3,3,4,3,3.6
1343,50,0,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,2,Sales Executive,Single,53770,4,14,1,16,3,2,2,1,3,4,3,4,3,3.2
1345,41,0,Travel_Rarely,Research & Development,17,2,Other,Male,1,Manufacturing Director,Divorced,52080,3,11,3,12,2,4,0,7,3,3,3,1,3,3
1346,26,0,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,2,Sales Executive,Married,48770,1,13,1,8,5,4,5,7,3,3,3,4,3,4
1347,36,0,Travel_Rarely,Research & Development,25,1,Life Sciences,Male,2,Research Scientist,Divorced,31170,6,21,1,7,2,2,0,1,2,2,3,4,4,1
1349,39,0,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,178560,4,13,1,17,3,5,5,9,4,3,4,4,3,3.4
1350,25,0,Travel_Rarely,Sales,26,1,Medical,Female,3,Research Scientist,Married,30690,2,14,1,6,3,2,2,2,1,3,3,2,3,2
1351,30,0,Travel_Rarely,Research & Development,21,1,Medical,Male,2,Laboratory Technician,Married,104350,0,11,0,12,5,5,4,7,3,4,1,3,3,10.5
1353,45,0,Travel_Rarely,Research & Development,2,1,Technical Degree,Female,2,Healthcare Representative,Single,57680,5,22,1,9,4,4,0,3,3,4,2,3,4,1.5
1354,38,0,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Research Director,Single,50420,3,16,1,19,4,2,2,2,4,3,3,3,3,4.75
1355,30,0,Travel_Rarely,Sales,13,3,Marketing,Female,2,Laboratory Technician,Single,57700,1,16,1,5,2,3,0,4,1,3,2,4,3,2.5
1356,32,0,Travel_Frequently,Sales,2,3,Marketing,Male,3,Laboratory Technician,Divorced,77560,0,21,0,9,3,4,0,7,4,4,4,3,4,9
1357,30,0,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Sales Executive,Divorced,103060,5,13,0,8,5,2,2,2,4,1,3,3,3,1.333333333
1358,30,0,Travel_Rarely,Sales,9,3,Medical,Male,2,Research Scientist,Single,39360,0,11,1,6,3,3,1,2,2,4,3,3,3,6
1359,41,0,Travel_Frequently,Sales,10,2,Medical,Female,3,Manufacturing Director,Divorced,79450,4,12,1,21,5,4,7,7,4,1,2,2,3,4.2
1360,41,0,Travel_Rarely,Research & Development,10,4,Medical,Male,4,Research Scientist,Married,57430,2,12,3,7,2,3,1,4,3,1,3,4,3,2.333333333
1361,24,0,Travel_Rarely,Research & Development,1,3,Other,Female,4,Manufacturing Director,Single,152020,1,18,3,1,2,1,0,0,2,2,3,2,3,0.5
1362,40,0,Travel_Frequently,Research & Development,26,4,Medical,Male,2,Manufacturing Director,Divorced,54400,1,12,1,20,2,6,2,10,2,2,3,3,3,10
1363,35,0,Travel_Rarely,Sales,8,1,Marketing,Female,3,Laboratory Technician,Married,37600,1,14,3,10,2,4,0,6,3,2,3,3,3,5
1364,53,0,Travel_Rarely,Sales,14,2,Life Sciences,Female,4,Manufacturing Director,Married,35170,2,12,1,13,1,4,4,5,2,3,1,2,3,4.333333333
1365,45,0,Travel_Rarely,Sales,1,4,Technical Degree,Male,1,Research Scientist,Divorced,25800,8,17,3,20,3,6,0,10,2,2,1,3,3,2.222222222
1366,32,0,Travel_Frequently,Sales,2,2,Life Sciences,Female,1,Manufacturing Director,Single,21660,1,19,1,9,4,4,3,7,2,4,3,1,3,4.5
1367,29,0,Non-Travel,Research & Development,10,4,Technical Degree,Male,3,Healthcare Representative,Married,58690,1,11,1,10,5,4,0,9,4,3,3,4,3,5
1368,51,0,Travel_Rarely,Research & Development,1,3,Other,Female,3,Research Director,Married,80080,2,15,1,10,4,1,0,0,2,3,3,3,3,3.333333333
1369,54,0,Travel_Rarely,Sales,3,3,Marketing,Female,1,Research Scientist,Married,52060,4,11,3,9,4,1,0,0,2,2,2,1,3,1.8
1370,40,0,Travel_Rarely,Research & Development,11,2,Technical Degree,Male,4,Laboratory Technician,Married,52950,7,18,0,15,4,5,2,10,3,4,2,3,3,1.875
1371,34,0,Travel_Frequently,Sales,24,4,Marketing,Male,2,Manufacturing Director,Married,164130,6,16,0,6,1,3,1,2,3,3,3,3,3,0.857142857
1372,24,0,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Laboratory Technician,Married,132690,1,22,1,2,2,2,2,2,3,4,3,3,4,1
1373,27,0,Non-Travel,Research & Development,3,3,Medical,Male,1,Healthcare Representative,Divorced,27830,6,16,1,6,2,2,2,2,4,2,1,4,3,0.857142857
1374,28,0,Travel_Rarely,Sales,4,4,Life Sciences,Male,2,Healthcare Representative,Married,54330,1,13,1,5,4,3,0,2,3,4,1,2,3,2.5
1375,54,0,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Manufacturing Director,Divorced,20970,3,14,1,12,5,3,1,4,3,4,1,3,3,3
1376,27,0,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,139660,1,19,0,1,1,1,0,1,3,3,2,3,3,0.5
1377,50,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Manufacturing Director,Single,43740,3,15,1,21,5,3,4,4,3,2,3,4,3,5.25
1378,41,0,Travel_Rarely,Sales,7,4,Marketing,Male,4,Laboratory Technician,Divorced,68420,4,12,1,13,3,4,1,8,1,3,3,3,3,2.6
1379,30,0,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Manager,Married,174260,2,12,1,12,1,4,7,4,2,4,3,2,3,4
1380,38,0,Travel_Rarely,Sales,1,1,Medical,Male,2,Laboratory Technician,Single,176030,4,16,0,12,1,4,0,7,1,4,4,2,3,2.4
1381,32,0,Travel_Rarely,Research & Development,20,3,Medical,Female,1,Manufacturing Director,Single,45810,3,14,1,8,3,3,1,4,3,3,3,3,3,2
1382,27,0,Travel_Rarely,Research & Development,5,4,Medical,Male,2,Healthcare Representative,Married,47350,0,13,0,6,2,3,1,1,3,2,2,3,3,6
1384,36,0,Travel_Frequently,Sales,25,3,Marketing,Female,2,Research Director,Single,55050,4,21,2,13,3,4,7,2,4,2,2,3,4,2.6
1385,30,0,Non-Travel,Sales,1,3,Medical,Female,1,Sales Executive,Divorced,54700,1,18,1,12,2,5,6,10,3,1,3,3,3,6
1386,45,0,Travel_Rarely,Research & Development,24,2,Medical,Male,2,Sales Executive,Divorced,54760,4,13,1,9,3,3,0,3,3,1,4,3,3,1.8
1387,54,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,4,Manager,Divorced,25870,4,12,0,19,2,2,2,2,3,1,3,2,3,3.8
1388,33,0,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Sales Executive,Single,24400,0,18,3,4,4,2,0,2,3,4,4,3,3,4
1390,46,0,Travel_Rarely,Research & Development,10,3,Technical Degree,Female,2,Laboratory Technician,Divorced,153790,1,12,0,24,1,6,9,7,2,1,3,1,3,10.5
1391,38,0,Travel_Rarely,Sales,4,4,Life Sciences,Male,1,Manufacturing Director,Single,70820,1,14,0,2,3,2,2,1,3,4,3,4,3,1
1392,31,0,Travel_Rarely,Sales,2,4,Life Sciences,Male,2,Sales Representative,Married,27280,8,11,0,7,3,3,0,2,3,4,3,4,3,0.777777778
1393,34,0,Travel_Rarely,Sales,9,3,Marketing,Female,2,Manager,Single,53680,2,14,1,9,2,2,1,2,4,2,3,3,3,3
1395,50,0,Travel_Rarely,Sales,19,4,Marketing,Male,3,Sales Executive,Married,31950,2,11,0,5,4,2,0,2,3,3,2,2,3,1.666666667
1396,53,0,Travel_Rarely,Sales,1,2,Life Sciences,Male,1,Manager,Divorced,39890,1,13,0,5,2,3,1,3,4,1,3,3,3,2.5
1397,33,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Human Resources,Married,33060,1,11,3,8,5,4,1,6,4,2,3,1,3,4
1398,40,0,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,2,Sales Executive,Married,70050,1,20,2,21,2,6,9,9,4,3,3,3,4,10.5
1399,54,0,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,2,Laboratory Technician,Single,26550,8,17,0,28,1,6,2,10,3,2,3,2,3,4
1400,34,0,Travel_Frequently,Research & Development,7,4,Other,Female,1,Research Scientist,Married,20970,1,11,2,10,4,4,1,9,4,3,2,4,3,5
1401,51,0,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Sales Representative,Single,25700,3,18,0,21,2,4,1,0,4,2,3,3,3,5.25
1402,52,0,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Sales Representative,Married,35370,0,11,1,28,3,6,9,9,3,3,3,3,3,10.5
1403,27,0,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,39860,1,12,2,7,3,4,0,3,4,2,2,3,3,3.5
1405,43,0,Non-Travel,Research & Development,6,2,Medical,Male,1,Healthcare Representative,Divorced,20970,4,20,1,7,2,3,2,2,4,4,4,2,4,1.4
1406,45,0,Non-Travel,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,95250,8,19,0,22,3,6,9,8,1,4,3,3,3,2.2
1407,37,0,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,1,Research Scientist,Married,29290,1,12,0,8,2,4,1,7,2,1,2,1,3,4
1408,35,0,Travel_Frequently,Research & Development,1,3,Other,Male,2,Research Director,Single,22750,5,13,0,10,2,4,1,2,2,2,3,4,3,1.666666667
1409,42,0,Non-Travel,Research & Development,1,1,Technical Degree,Male,2,Sales Executive,Divorced,78790,2,11,1,11,2,3,0,2,3,3,3,3,3,3.666666667
1410,38,0,Travel_Rarely,Sales,8,2,Marketing,Male,4,Research Scientist,Married,49300,8,14,0,14,1,1,0,0,4,3,3,3,3,1.4
1411,38,0,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,1,Manufacturing Director,Married,78470,3,14,1,9,3,4,1,7,4,4,1,4,3,2.25
1412,27,0,Travel_Frequently,Research & Development,13,4,Medical,Male,1,Manager,Married,44010,5,13,0,6,4,2,2,0,3,1,3,2,3,1
1413,49,0,Non-Travel,Research & Development,23,1,Other,Female,2,Sales Executive,Divorced,92410,1,19,1,7,5,4,1,7,4,4,3,3,3,3.5
1414,34,0,Travel_Frequently,Research & Development,7,2,Medical,Male,4,Sales Representative,Divorced,29740,1,22,0,5,2,3,2,0,4,3,4,3,4,2.5
1415,40,0,Travel_Rarely,Research & Development,23,3,Medical,Female,1,Laboratory Technician,Married,45020,8,12,2,15,1,4,3,7,3,4,4,2,3,1.666666667
1418,24,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Healthcare Representative,Divorced,129360,1,11,2,4,3,3,2,2,4,2,2,3,3,2
1419,36,0,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,2,Laboratory Technician,Single,23050,1,17,0,8,3,4,1,7,2,4,3,3,3,4
1420,40,0,Non-Travel,Research & Development,26,2,Life Sciences,Male,1,Manufacturing Director,Married,167040,8,22,0,5,2,2,0,2,4,4,1,4,4,0.5
1421,46,0,Travel_Rarely,Research & Development,25,1,Medical,Male,4,Research Scientist,Divorced,34330,7,18,0,17,3,3,0,3,4,1,3,3,3,2.125
1423,30,0,Non-Travel,Research & Development,17,4,Life Sciences,Male,2,Healthcare Representative,Single,64300,1,12,1,12,2,5,5,8,3,3,3,2,3,6
1424,27,0,Travel_Frequently,Research & Development,18,2,Medical,Female,1,Laboratory Technician,Single,65160,1,19,1,7,4,4,0,7,4,3,3,3,3,3.5
1425,51,0,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Manufacturing Director,Married,39070,5,13,0,16,2,4,4,7,2,2,1,3,3,2.666666667
1427,41,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Human Resources,Single,68830,3,19,2,16,3,1,0,0,4,4,3,2,3,4
1430,45,0,Non-Travel,Research & Development,2,3,Medical,Female,2,Research Scientist,Single,103680,6,12,2,23,2,6,9,8,4,4,3,3,3,3.285714286
1431,54,0,Travel_Rarely,Sales,8,2,Marketing,Female,2,Laboratory Technician,Married,61340,2,19,0,16,2,4,0,5,4,1,3,2,3,5.333333333
1432,36,0,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,1,Healthcare Representative,Single,67350,8,22,2,16,3,5,3,7,4,2,4,2,4,1.777777778
1433,33,0,Travel_Rarely,Sales,9,1,Other,Female,3,Sales Executive,Married,32950,6,22,2,7,2,2,1,1,3,2,3,3,4,1
1434,37,0,Travel_Frequently,Sales,2,4,Life Sciences,Male,2,Laboratory Technician,Divorced,52380,1,15,1,10,5,4,0,7,2,4,3,3,3,5
1435,38,0,Travel_Rarely,Research & Development,1,2,Medical,Male,4,Laboratory Technician,Divorced,64720,0,12,0,17,4,6,5,10,1,3,2,3,3,10.5
1436,31,0,Non-Travel,Sales,4,1,Medical,Female,3,Research Scientist,Married,96100,0,11,1,6,2,3,1,4,3,3,3,2,3,6
1437,54,0,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,3,Manager,Married,178560,3,13,0,7,2,1,0,0,3,4,3,3,3,1.75
1438,37,0,Travel_Frequently,Sales,2,3,Marketing,Female,2,Laboratory Technician,Divorced,97560,4,19,0,13,2,4,5,8,1,4,3,3,3,2.6
1439,29,0,Travel_Frequently,Sales,15,4,Medical,Female,1,Sales Executive,Married,49680,1,19,3,11,4,5,4,1,2,4,3,3,3,5.5
1440,35,0,Travel_Frequently,Research & Development,19,3,Life Sciences,Female,1,Sales Executive,Single,21450,1,13,0,10,5,4,0,8,3,3,4,2,3,5
1442,52,0,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Manager,Single,83460,7,14,0,6,5,2,2,2,3,4,2,3,3,0.75
1443,42,0,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Sales Executive,Married,34450,1,11,2,22,2,6,9,10,3,4,3,3,3,10.5
1444,54,0,Travel_Rarely,Research & Development,4,4,Technical Degree,Male,1,Healthcare Representative,Married,27600,8,11,0,7,3,2,2,2,2,3,2,4,3,0.777777778
